Plot Title: 21741107-A,,,,,,,
#,"Date Time, GMT-04:00","Temp, °F (LGR S/N: 21741107, SEN S/N: 21741107)","Intensity, lum/ft² (LGR S/N: 21741107, SEN S/N: 21741107)",Coupler Attached (LGR S/N: 21741107),Host Connected (LGR S/N: 21741107),Stopped (LGR S/N: 21741107),End Of File (LGR S/N: 21741107)
621,7/11/23 21:30,71.339,0,,,,
622,7/11/23 21:45,70.48,0,,,,
623,7/11/23 22:00,70.995,0,,,,
624,7/11/23 22:15,70.48,0,,,,
625,7/11/23 22:30,70.995,0,,,,
626,7/11/23 22:45,71.856,0,,,,
627,7/11/23 23:00,70.48,0,,,,
628,7/11/23 23:15,68.763,0,,,,
629,7/11/23 23:30,69.278,0,,,,
630,7/11/23 23:45,70.308,0,,,,
631,7/12/23 0:00,71.168,0,,,,
632,7/12/23 0:15,70.995,0,,,,
633,7/12/23 0:30,70.651,0,,,,
634,7/12/23 0:45,70.308,0,,,,
635,7/12/23 1:00,69.964,0,,,,
636,7/12/23 1:15,68.934,0,,,,
637,7/12/23 1:30,68.248,0,,,,
638,7/12/23 1:45,68.248,0,,,,
639,7/12/23 2:00,68.421,0,,,,
640,7/12/23 2:15,68.421,0,,,,
641,7/12/23 2:30,68.421,0,,,,
642,7/12/23 2:45,67.05,0,,,,
643,7/12/23 3:00,68.421,0,,,,
644,7/12/23 3:15,67.05,0,,,,
645,7/12/23 3:30,67.05,0,,,,
646,7/12/23 3:45,66.879,0,,,,
647,7/12/23 4:00,67.735,0,,,,
648,7/12/23 4:15,67.564,0,,,,
649,7/12/23 4:30,68.763,0,,,,
650,7/12/23 4:45,68.763,0,,,,
651,7/12/23 5:00,68.592,0,,,,
652,7/12/23 5:15,68.421,0,,,,
653,7/12/23 5:30,68.248,0,,,,
654,7/12/23 5:45,67.906,0,,,,
655,7/12/23 6:00,69.793,0,,,,
656,7/12/23 6:15,67.906,1,,,,
657,7/12/23 6:30,65.509,2,,,,
658,7/12/23 6:45,66.537,2,,,,
659,7/12/23 7:00,68.592,4,,,,
660,7/12/23 7:15,68.421,6,,,,
661,7/12/23 7:30,69.107,8,,,,
662,7/12/23 7:45,69.793,9,,,,
663,7/12/23 8:00,70.48,10,,,,
664,7/12/23 8:15,71.339,11,,,,
665,7/12/23 8:30,71.339,12,,,,
666,7/12/23 8:45,71.339,14,,,,
667,7/12/23 9:00,71.856,14,,,,
668,7/12/23 9:15,72.028,16,,,,
669,7/12/23 9:30,71.856,18,,,,
670,7/12/23 9:45,71.683,19,,,,
671,7/12/23 10:00,71.339,21,,,,
672,7/12/23 10:15,70.824,62,,,,
673,7/12/23 10:30,67.906,64,,,,
674,7/12/23 10:45,67.392,72,,,,
675,7/12/23 11:00,66.879,70,,,,
676,7/12/23 11:15,66.879,78,,,,
677,7/12/23 11:30,67.392,83,,,,
678,7/12/23 11:45,67.735,88,,,,
679,7/12/23 12:00,67.735,84,,,,
680,7/12/23 12:15,68.077,89,,,,
681,7/12/23 12:30,68.248,91,,,,
682,7/12/23 12:45,68.248,102,,,,
683,7/12/23 13:00,68.248,94,,,,
684,7/12/23 13:15,68.248,90,,,,
685,7/12/23 13:30,68.248,86,,,,
686,7/12/23 13:45,68.077,82,,,,
687,7/12/23 14:00,68.077,82,,,,
688,7/12/23 14:15,68.077,73,,,,
689,7/12/23 14:30,68.077,66,,,,
690,7/12/23 14:45,68.077,58,,,,
691,7/12/23 15:00,67.735,63,,,,
692,7/12/23 15:15,68.421,61,,,,
693,7/12/23 15:30,69.107,56,,,,
694,7/12/23 15:45,69.278,47,,,,
695,7/12/23 16:00,68.592,38,,,,
696,7/12/23 16:15,68.934,35,,,,
697,7/12/23 16:30,68.763,26,,,,
698,7/12/23 16:45,68.934,31,,,,
699,7/12/23 17:00,68.592,23,,,,
700,7/12/23 17:15,67.735,18,,,,
701,7/12/23 17:30,67.906,10,,,,
702,7/12/23 17:45,68.248,27,,,,
703,7/12/23 18:00,68.421,21,,,,
704,7/12/23 18:15,68.592,12,,,,
705,7/12/23 18:30,67.735,3,,,,
706,7/12/23 18:45,66.708,6,,,,
707,7/12/23 19:00,66.366,5,,,,
708,7/12/23 19:15,66.537,3,,,,
709,7/12/23 19:30,69.107,1,,,,
710,7/12/23 19:45,69.622,0,,,,
711,7/12/23 20:00,68.421,0,,,,
712,7/12/23 20:15,69.793,0,,,,
713,7/12/23 20:30,69.622,0,,,,
714,7/12/23 20:45,70.824,0,,,,
715,7/12/23 21:00,71.168,0,,,,
716,7/12/23 21:15,71.339,0,,,,
717,7/12/23 21:30,70.824,0,,,,
718,7/12/23 21:45,70.824,0,,,,
719,7/12/23 22:00,70.651,0,,,,
720,7/12/23 22:15,70.824,0,,,,
721,7/12/23 22:30,71.168,0,,,,
722,7/12/23 22:45,71.512,0,,,,
723,7/12/23 23:00,67.735,0,,,,
724,7/12/23 23:15,66.537,0,,,,
725,7/12/23 23:30,66.366,0,,,,
726,7/12/23 23:45,66.366,0,,,,
727,7/13/23 0:00,66.537,0,,,,
728,7/13/23 0:15,68.248,0,,,,
729,7/13/23 0:30,69.622,0,,,,
730,7/13/23 0:45,68.421,0,,,,
731,7/13/23 1:00,68.248,0,,,,
732,7/13/23 1:15,68.077,0,,,,
733,7/13/23 1:30,68.248,0,,,,
734,7/13/23 1:45,68.592,0,,,,
735,7/13/23 2:00,68.934,0,,,,
736,7/13/23 2:15,66.879,0,,,,
737,7/13/23 2:30,66.193,0,,,,
738,7/13/23 2:45,66.537,0,,,,
739,7/13/23 3:00,66.708,0,,,,
740,7/13/23 3:15,66.708,0,,,,
741,7/13/23 3:30,66.708,0,,,,
742,7/13/23 3:45,66.708,0,,,,
743,7/13/23 4:00,67.392,0,,,,
744,7/13/23 4:15,67.906,0,,,,
745,7/13/23 4:30,68.248,0,,,,
746,7/13/23 4:45,68.421,0,,,,
747,7/13/23 5:00,67.735,0,,,,
748,7/13/23 5:15,67.392,0,,,,
749,7/13/23 5:30,67.392,0,,,,
750,7/13/23 5:45,67.392,0,,,,
751,7/13/23 6:00,67.392,1,,,,
752,7/13/23 6:15,67.392,3,,,,
753,7/13/23 6:30,67.392,5,,,,
754,7/13/23 6:45,67.735,8,,,,
755,7/13/23 7:00,67.735,11,,,,
756,7/13/23 7:15,68.077,10,,,,
757,7/13/23 7:30,67.05,8,,,,
758,7/13/23 7:45,66.022,14,,,,
759,7/13/23 8:00,67.735,21,,,,
760,7/13/23 8:15,68.592,23,,,,
761,7/13/23 8:30,67.906,23,,,,
762,7/13/23 8:45,69.278,28,,,,
763,7/13/23 9:00,69.793,32,,,,
764,7/13/23 9:15,70.48,33,,,,
765,7/13/23 9:30,69.964,35,,,,
766,7/13/23 9:45,69.278,40,,,,
767,7/13/23 10:00,69.622,47,,,,
768,7/13/23 10:15,70.308,29,,,,
769,7/13/23 10:30,69.793,52,,,,
770,7/13/23 10:45,68.763,55,,,,
771,7/13/23 11:00,69.964,67,,,,
772,7/13/23 11:15,67.906,69,,,,
773,7/13/23 11:30,65.338,75,,,,
774,7/13/23 11:45,65.167,83,,,,
775,7/13/23 12:00,65.509,92,,,,
776,7/13/23 12:15,67.392,94,,,,
777,7/13/23 12:30,67.392,66,,,,
778,7/13/23 12:45,67.221,89,,,,
779,7/13/23 13:00,67.05,60,,,,
780,7/13/23 13:15,67.05,56,,,,
781,7/13/23 13:30,67.221,50,,,,
782,7/13/23 13:45,67.906,43,,,,
783,7/13/23 14:00,68.421,47,,,,
784,7/13/23 14:15,68.421,51,,,,
785,7/13/23 14:30,68.421,27,,,,
786,7/13/23 14:45,67.735,67,,,,
787,7/13/23 15:00,67.392,21,,,,
788,7/13/23 15:15,67.564,17,,,,
789,7/13/23 15:30,67.564,56,,,,
790,7/13/23 15:45,67.564,53,,,,
791,7/13/23 16:00,67.564,52,,,,
792,7/13/23 16:15,67.564,23,,,,
793,7/13/23 16:30,67.735,36,,,,
794,7/13/23 16:45,68.248,13,,,,
795,7/13/23 17:00,68.077,11,,,,
796,7/13/23 17:15,69.107,8,,,,
797,7/13/23 17:30,69.278,10,,,,
798,7/13/23 17:45,67.735,10,,,,
799,7/13/23 18:00,67.392,9,,,,
800,7/13/23 18:15,67.221,11,,,,
801,7/13/23 18:30,68.592,9,,,,
802,7/13/23 18:45,70.308,8,,,,
803,7/13/23 19:00,67.392,6,,,,
804,7/13/23 19:15,66.366,3,,,,
805,7/13/23 19:30,66.193,2,,,,
806,7/13/23 19:45,66.537,0,,,,
807,7/13/23 20:00,68.248,0,,,,
808,7/13/23 20:15,66.537,0,,,,
809,7/13/23 20:30,66.366,0,,,,
810,7/13/23 20:45,65.68,0,,,,
811,7/13/23 21:00,66.022,0,,,,
812,7/13/23 21:15,67.735,0,,,,
813,7/13/23 21:30,69.793,0,,,,
814,7/13/23 21:45,70.651,0,,,,
815,7/13/23 22:00,70.824,0,,,,
816,7/13/23 22:15,70.651,0,,,,
817,7/13/23 22:30,70.824,0,,,,
818,7/13/23 22:45,70.995,0,,,,
819,7/13/23 23:00,70.824,0,,,,
820,7/13/23 23:15,70.824,0,,,,
821,7/13/23 23:30,70.995,0,,,,
822,7/13/23 23:45,70.48,0,,,,
823,7/14/23 0:00,68.763,0,,,,
824,7/14/23 0:15,65.509,0,,,,
825,7/14/23 0:30,65.338,0,,,,
826,7/14/23 0:45,66.022,0,,,,
827,7/14/23 1:00,65.851,0,,,,
828,7/14/23 1:15,66.193,0,,,,
829,7/14/23 1:30,69.107,0,,,,
830,7/14/23 1:45,69.449,0,,,,
831,7/14/23 2:00,69.622,0,,,,
832,7/14/23 2:15,66.879,0,,,,
833,7/14/23 2:30,66.708,0,,,,
834,7/14/23 2:45,70.137,0,,,,
835,7/14/23 3:00,69.622,0,,,,
836,7/14/23 3:15,67.221,0,,,,
837,7/14/23 3:30,67.392,0,,,,
838,7/14/23 3:45,68.248,0,,,,
839,7/14/23 4:00,68.934,0,,,,
840,7/14/23 4:15,69.107,0,,,,
841,7/14/23 4:30,69.278,0,,,,
842,7/14/23 4:45,69.278,0,,,,
843,7/14/23 5:00,69.793,0,,,,
844,7/14/23 5:15,69.964,0,,,,
845,7/14/23 5:30,69.964,0,,,,
846,7/14/23 5:45,68.592,0,,,,
847,7/14/23 6:00,68.077,0,,,,
848,7/14/23 6:15,67.735,1,,,,
849,7/14/23 6:30,67.221,1,,,,
850,7/14/23 6:45,66.879,3,,,,
851,7/14/23 7:00,67.05,8,,,,
852,7/14/23 7:15,67.392,6,,,,
853,7/14/23 7:30,67.221,10,,,,
854,7/14/23 7:45,66.193,7,,,,
855,7/14/23 8:00,66.022,6,,,,
856,7/14/23 8:15,66.879,6,,,,
857,7/14/23 8:30,67.906,7,,,,
858,7/14/23 8:45,66.708,5,,,,
859,7/14/23 9:00,66.879,4,,,,
860,7/14/23 9:15,68.248,2,,,,
861,7/14/23 9:30,69.107,2,,,,
862,7/14/23 9:45,69.278,2,,,,
863,7/14/23 10:00,67.906,1,,,,
864,7/14/23 10:15,67.906,3,,,,
865,7/14/23 10:30,68.421,7,,,,
866,7/14/23 10:45,68.934,6,,,,
867,7/14/23 11:00,68.077,4,,,,
868,7/14/23 11:15,68.934,7,,,,
869,7/14/23 11:30,68.934,10,,,,
870,7/14/23 11:45,68.592,14,,,,
871,7/14/23 12:00,68.763,12,,,,
872,7/14/23 12:15,68.763,40,,,,
873,7/14/23 12:30,68.763,28,,,,
874,7/14/23 12:45,68.763,3,,,,
875,7/14/23 13:00,68.934,10,,,,
876,7/14/23 13:15,69.622,12,,,,
877,7/14/23 13:30,70.651,3,,,,
878,7/14/23 13:45,71.339,13,,,,
879,7/14/23 14:00,69.278,7,,,,
880,7/14/23 14:15,66.879,8,,,,
881,7/14/23 14:30,67.392,8,,,,
882,7/14/23 14:45,68.077,8,,,,
883,7/14/23 15:00,68.592,11,,,,
884,7/14/23 15:15,68.763,10,,,,
885,7/14/23 15:30,69.107,37,,,,
886,7/14/23 15:45,69.278,16,,,,
887,7/14/23 16:00,69.622,7,,,,
888,7/14/23 16:15,69.793,9,,,,
889,7/14/23 16:30,69.793,11,,,,
890,7/14/23 16:45,69.964,11,,,,
891,7/14/23 17:00,70.137,22,,,,
892,7/14/23 17:15,70.137,12,,,,
893,7/14/23 17:30,70.137,5,,,,
894,7/14/23 17:45,70.137,2,,,,
895,7/14/23 18:00,70.137,4,,,,
896,7/14/23 18:15,69.622,4,,,,
897,7/14/23 18:30,69.107,2,,,,
898,7/14/23 18:45,69.278,2,,,,
899,7/14/23 19:00,69.622,1,,,,
900,7/14/23 19:15,69.964,0,,,,
901,7/14/23 19:30,70.137,0,,,,
902,7/14/23 19:45,68.248,0,,,,
903,7/14/23 20:00,68.592,0,,,,
904,7/14/23 20:15,69.964,0,,,,
905,7/14/23 20:30,68.592,0,,,,
906,7/14/23 20:45,68.248,0,,,,
907,7/14/23 21:00,68.934,0,,,,
908,7/14/23 21:15,70.308,0,,,,
909,7/14/23 21:30,69.964,0,,,,
910,7/14/23 21:45,67.906,0,,,,
911,7/14/23 22:00,68.077,0,,,,
912,7/14/23 22:15,68.592,0,,,,
913,7/14/23 22:30,69.449,0,,,,
914,7/14/23 22:45,69.793,0,,,,
915,7/14/23 23:00,69.793,0,,,,
916,7/14/23 23:15,69.964,0,,,,
917,7/14/23 23:30,70.137,0,,,,
918,7/14/23 23:45,70.308,0,,,,
919,7/15/23 0:00,70.308,0,,,,
920,7/15/23 0:15,70.308,0,,,,
921,7/15/23 0:30,70.48,0,,,,
922,7/15/23 0:45,70.48,0,,,,
923,7/15/23 1:00,69.793,0,,,,
924,7/15/23 1:15,68.592,0,,,,
925,7/15/23 1:30,66.193,0,,,,
926,7/15/23 1:45,66.022,0,,,,
927,7/15/23 2:00,69.107,0,,,,
928,7/15/23 2:15,68.592,0,,,,
929,7/15/23 2:30,68.077,0,,,,
930,7/15/23 2:45,69.622,0,,,,
931,7/15/23 3:00,69.964,0,,,,
932,7/15/23 3:15,69.622,0,,,,
933,7/15/23 3:30,69.964,0,,,,
934,7/15/23 3:45,70.308,0,,,,
935,7/15/23 4:00,66.708,0,,,,
936,7/15/23 4:15,68.763,0,,,,
937,7/15/23 4:30,68.763,0,,,,
938,7/15/23 4:45,68.592,0,,,,
939,7/15/23 5:00,69.107,0,,,,
940,7/15/23 5:15,69.449,0,,,,
941,7/15/23 5:30,69.793,0,,,,
942,7/15/23 5:45,69.793,0,,,,
943,7/15/23 6:00,69.793,0,,,,
944,7/15/23 6:15,69.449,0,,,,
945,7/15/23 6:30,69.449,1,,,,
946,7/15/23 6:45,69.622,3,,,,
947,7/15/23 7:00,69.793,2,,,,
948,7/15/23 7:15,69.107,2,,,,
949,7/15/23 7:30,69.278,3,,,,
950,7/15/23 7:45,70.137,14,,,,
951,7/15/23 8:00,67.221,12,,,,
952,7/15/23 8:15,67.05,23,,,,
953,7/15/23 8:30,68.077,8,,,,
954,7/15/23 8:45,68.248,12,,,,
955,7/15/23 9:00,68.248,13,,,,
956,7/15/23 9:15,68.763,29,,,,
957,7/15/23 9:30,68.934,15,,,,
958,7/15/23 9:45,69.107,15,,,,
959,7/15/23 10:00,69.622,48,,,,
960,7/15/23 10:15,69.107,16,,,,
961,7/15/23 10:30,69.107,48,,,,
962,7/15/23 10:45,69.449,37,,,,
963,7/15/23 11:00,69.793,75,,,,
964,7/15/23 11:15,69.793,45,,,,
965,7/15/23 11:30,70.137,87,,,,
966,7/15/23 11:45,70.308,49,,,,
967,7/15/23 12:00,70.651,67,,,,
968,7/15/23 12:15,70.824,62,,,,
969,7/15/23 12:30,70.824,84,,,,
970,7/15/23 12:45,70.995,114,,,,
971,7/15/23 13:00,67.564,82,,,,
972,7/15/23 13:15,67.564,46,,,,
973,7/15/23 13:30,67.05,15,,,,
974,7/15/23 13:45,66.366,11,,,,
975,7/15/23 14:00,66.708,20,,,,
976,7/15/23 14:15,69.964,44,,,,
977,7/15/23 14:30,68.934,79,,,,
978,7/15/23 14:45,70.308,69,,,,
979,7/15/23 15:00,70.651,62,,,,
980,7/15/23 15:15,69.107,46,,,,
981,7/15/23 15:30,68.934,47,,,,
982,7/15/23 15:45,68.763,34,,,,
983,7/15/23 16:00,68.934,14,,,,
984,7/15/23 16:15,68.592,25,,,,
985,7/15/23 16:30,68.763,16,,,,
986,7/15/23 16:45,69.278,35,,,,
987,7/15/23 17:00,69.793,28,,,,
988,7/15/23 17:15,70.308,24,,,,
989,7/15/23 17:30,70.651,8,,,,
990,7/15/23 17:45,70.824,9,,,,
991,7/15/23 18:00,69.107,9,,,,
992,7/15/23 18:15,67.564,4,,,,
993,7/15/23 18:30,67.906,3,,,,
994,7/15/23 18:45,68.934,5,,,,
995,7/15/23 19:00,69.964,3,,,,
996,7/15/23 19:15,68.592,1,,,,
997,7/15/23 19:30,67.564,0,,,,
998,7/15/23 19:45,67.564,0,,,,
999,7/15/23 20:00,69.793,0,,,,
1000,7/15/23 20:15,68.421,0,,,,
1001,7/15/23 20:30,68.248,0,,,,
1002,7/15/23 20:45,68.763,0,,,,
1003,7/15/23 21:00,67.906,0,,,,
1004,7/15/23 21:15,67.906,0,,,,
1005,7/15/23 21:30,67.906,0,,,,
1006,7/15/23 21:45,67.906,0,,,,
1007,7/15/23 22:00,68.248,0,,,,
1008,7/15/23 22:15,70.48,0,,,,
1009,7/15/23 22:30,68.763,0,,,,
1010,7/15/23 22:45,69.107,0,,,,
1011,7/15/23 23:00,69.278,0,,,,
1012,7/15/23 23:15,69.449,0,,,,
1013,7/15/23 23:30,69.449,0,,,,
1014,7/15/23 23:45,69.449,0,,,,
1015,7/16/23 0:00,69.278,0,,,,
1016,7/16/23 0:15,69.449,0,,,,
1017,7/16/23 0:30,70.137,0,,,,
1018,7/16/23 0:45,70.308,0,,,,
1019,7/16/23 1:00,70.48,0,,,,
1020,7/16/23 1:15,70.48,0,,,,
1021,7/16/23 1:30,70.137,0,,,,
1022,7/16/23 1:45,69.793,0,,,,
1023,7/16/23 2:00,69.622,0,,,,
1024,7/16/23 2:15,67.735,0,,,,
1025,7/16/23 2:30,66.537,0,,,,
1026,7/16/23 2:45,66.366,0,,,,
1027,7/16/23 3:00,66.366,0,,,,
1028,7/16/23 3:15,69.793,0,,,,
1029,7/16/23 3:30,70.48,0,,,,
1030,7/16/23 3:45,70.48,0,,,,
1031,7/16/23 4:00,70.651,0,,,,
1032,7/16/23 4:15,70.995,0,,,,
1033,7/16/23 4:30,69.622,0,,,,
1034,7/16/23 4:45,66.879,0,,,,
1035,7/16/23 5:00,66.879,0,,,,
1036,7/16/23 5:15,68.077,0,,,,
1037,7/16/23 5:30,69.278,0,,,,
1038,7/16/23 5:45,69.449,0,,,,
1039,7/16/23 6:00,69.793,2,,,,
1040,7/16/23 6:15,69.964,3,,,,
1041,7/16/23 6:30,70.308,3,,,,
1042,7/16/23 6:45,70.48,5,,,,
1043,7/16/23 7:00,70.48,8,,,,
1044,7/16/23 7:15,70.651,10,,,,
1045,7/16/23 7:30,70.651,8,,,,
1046,7/16/23 7:45,69.964,12,,,,
1047,7/16/23 8:00,67.906,7,,,,
1048,7/16/23 8:15,68.421,7,,,,
1049,7/16/23 8:30,69.622,21,,,,
1050,7/16/23 8:45,70.651,16,,,,
1051,7/16/23 9:00,69.964,5,,,,
1052,7/16/23 9:15,70.824,12,,,,
1053,7/16/23 9:30,69.622,12,,,,
1054,7/16/23 9:45,67.906,9,,,,
1055,7/16/23 10:00,68.592,8,,,,
1056,7/16/23 10:15,70.308,9,,,,
1057,7/16/23 10:30,70.651,10,,,,
1058,7/16/23 10:45,68.592,7,,,,
1059,7/16/23 11:00,68.592,6,,,,
1060,7/16/23 11:15,68.934,5,,,,
1061,7/16/23 11:30,69.278,7,,,,
1062,7/16/23 11:45,69.449,8,,,,
1063,7/16/23 12:00,70.308,13,,,,
1064,7/16/23 12:15,70.651,16,,,,
1065,7/16/23 12:30,70.651,17,,,,
1066,7/16/23 12:45,70.651,21,,,,
1067,7/16/23 13:00,70.48,19,,,,
1068,7/16/23 13:15,69.622,33,,,,
1069,7/16/23 13:30,69.793,24,,,,
1070,7/16/23 13:45,69.964,11,,,,
1071,7/16/23 14:00,70.137,14,,,,
1072,7/16/23 14:15,69.964,17,,,,
1073,7/16/23 14:30,70.308,13,,,,
1074,7/16/23 14:45,70.48,46,,,,
1075,7/16/23 15:00,70.308,8,,,,
1076,7/16/23 15:15,69.793,6,,,,
1077,7/16/23 15:30,70.137,7,,,,
1078,7/16/23 15:45,70.308,2,,,,
1079,7/16/23 16:00,70.48,2,,,,
1080,7/16/23 16:15,70.48,1,,,,
1081,7/16/23 16:30,70.651,1,,,,
1082,7/16/23 16:45,70.824,0,,,,
1083,7/16/23 17:00,70.824,0,,,,
1084,7/16/23 17:15,70.824,0,,,,
1085,7/16/23 17:30,70.308,0,,,,
1086,7/16/23 17:45,69.793,0,,,,
1087,7/16/23 18:00,69.964,0,,,,
1088,7/16/23 18:15,70.137,0,,,,
1089,7/16/23 18:30,70.995,0,,,,
1090,7/16/23 18:45,71.168,0,,,,
1091,7/16/23 19:00,70.995,0,,,,
1092,7/16/23 19:15,70.995,0,,,,
1093,7/16/23 19:30,70.824,0,,,,
1094,7/16/23 19:45,70.824,0,,,,
1095,7/16/23 20:00,70.824,0,,,,
1096,7/16/23 20:15,70.824,0,,,,
1097,7/16/23 20:30,70.824,0,,,,
1098,7/16/23 20:45,70.824,0,,,,
1099,7/16/23 21:00,68.763,0,,,,
1100,7/16/23 21:15,69.449,0,,,,
1101,7/16/23 21:30,68.934,0,,,,
1102,7/16/23 21:45,69.278,0,,,,
1103,7/16/23 22:00,70.137,0,,,,
1104,7/16/23 22:15,70.308,0,,,,
1105,7/16/23 22:30,70.995,0,,,,
1106,7/16/23 22:45,70.824,0,,,,
1107,7/16/23 23:00,69.278,0,,,,
1108,7/16/23 23:15,67.735,0,,,,
1109,7/16/23 23:30,68.763,0,,,,
1110,7/16/23 23:45,68.763,0,,,,
1111,7/17/23 0:00,68.934,0,,,,
1112,7/17/23 0:15,69.278,0,,,,
1113,7/17/23 0:30,69.278,0,,,,
1114,7/17/23 0:45,69.278,0,,,,
1115,7/17/23 1:00,69.449,0,,,,
1116,7/17/23 1:15,69.449,0,,,,
1117,7/17/23 1:30,69.449,0,,,,
1118,7/17/23 1:45,69.622,0,,,,
1119,7/17/23 2:00,69.622,0,,,,
1120,7/17/23 2:15,69.622,0,,,,
1121,7/17/23 2:30,69.278,0,,,,
1122,7/17/23 2:45,69.964,0,,,,
1123,7/17/23 3:00,67.564,0,,,,
1124,7/17/23 3:15,66.879,0,,,,
1125,7/17/23 3:30,66.879,0,,,,
1126,7/17/23 3:45,67.735,0,,,,
1127,7/17/23 4:00,68.592,0,,,,
1128,7/17/23 4:15,68.763,0,,,,
1129,7/17/23 4:30,68.934,0,,,,
1130,7/17/23 4:45,69.107,0,,,,
1131,7/17/23 5:00,69.449,0,,,,
1132,7/17/23 5:15,69.107,0,,,,
1133,7/17/23 5:30,68.934,0,,,,
1134,7/17/23 5:45,68.421,0,,,,
1135,7/17/23 6:00,67.735,0,,,,
1136,7/17/23 6:15,67.906,0,,,,
1137,7/17/23 6:30,67.906,0,,,,
1138,7/17/23 6:45,68.763,0,,,,
1139,7/17/23 7:00,69.278,1,,,,
1140,7/17/23 7:15,69.449,3,,,,
1141,7/17/23 7:30,69.964,6,,,,
1142,7/17/23 7:45,69.964,6,,,,
1143,7/17/23 8:00,69.964,7,,,,
1144,7/17/23 8:15,69.964,8,,,,
1145,7/17/23 8:30,69.449,7,,,,
1146,7/17/23 8:45,66.879,12,,,,
1147,7/17/23 9:00,67.05,6,,,,
1148,7/17/23 9:15,67.906,11,,,,
1149,7/17/23 9:30,69.107,17,,,,
1150,7/17/23 9:45,67.564,16,,,,
1151,7/17/23 10:00,67.392,19,,,,
1152,7/17/23 10:15,68.077,23,,,,
1153,7/17/23 10:30,68.248,29,,,,
1154,7/17/23 10:45,67.906,25,,,,
1155,7/17/23 11:00,67.906,27,,,,
1156,7/17/23 11:15,68.077,32,,,,
1157,7/17/23 11:30,68.934,43,,,,
1158,7/17/23 11:45,69.107,45,,,,
1159,7/17/23 12:00,69.449,44,,,,
1160,7/17/23 12:15,69.964,48,,,,
1161,7/17/23 12:30,70.651,46,,,,
1162,7/17/23 12:45,70.995,48,,,,
1163,7/17/23 13:00,71.168,47,,,,
1164,7/17/23 13:15,70.995,45,,,,
1165,7/17/23 13:30,70.48,46,,,,
1166,7/17/23 13:45,70.137,43,,,,
1167,7/17/23 14:00,70.824,43,,,,
1168,7/17/23 14:15,70.137,37,,,,
1169,7/17/23 14:30,69.278,36,,,,
1170,7/17/23 14:45,69.449,26,,,,
1171,7/17/23 15:00,69.278,20,,,,
1172,7/17/23 15:15,69.278,20,,,,
1173,7/17/23 15:30,69.278,11,,,,
1174,7/17/23 15:45,69.449,11,,,,
1175,7/17/23 16:00,71.512,17,,,,
1176,7/17/23 16:15,71.856,14,,,,
1177,7/17/23 16:30,72.199,12,,,,
1178,7/17/23 16:45,72.372,9,,,,
1179,7/17/23 17:00,70.995,7,,,,
1180,7/17/23 17:15,68.934,6,,,,
1181,7/17/23 17:30,68.934,4,,,,
1182,7/17/23 17:45,68.763,3,,,,
1183,7/17/23 18:00,68.763,3,,,,
1184,7/17/23 18:15,69.622,3,,,,
1185,7/17/23 18:30,70.308,2,,,,
1186,7/17/23 18:45,70.48,1,,,,
1187,7/17/23 19:00,70.824,1,,,,
1188,7/17/23 19:15,71.168,0,,,,
1189,7/17/23 19:30,71.339,0,,,,
1190,7/17/23 19:45,70.48,0,,,,
1191,7/17/23 20:00,69.622,0,,,,
1192,7/17/23 20:15,69.622,0,,,,
1193,7/17/23 20:30,69.622,0,,,,
1194,7/17/23 20:45,67.221,0,,,,
1195,7/17/23 21:00,68.934,0,,,,
1196,7/17/23 21:15,70.137,0,,,,
1197,7/17/23 21:30,70.824,0,,,,
1198,7/17/23 21:45,70.995,0,,,,
1199,7/17/23 22:00,67.564,0,,,,
1200,7/17/23 22:15,68.077,0,,,,
1201,7/17/23 22:30,69.964,0,,,,
1202,7/17/23 22:45,68.934,0,,,,
1203,7/17/23 23:00,68.248,0,,,,
1204,7/17/23 23:15,68.421,0,,,,
1205,7/17/23 23:30,69.107,0,,,,
1206,7/17/23 23:45,69.964,0,,,,
1207,7/18/23 0:00,69.964,0,,,,
1208,7/18/23 0:15,69.964,0,,,,
1209,7/18/23 0:30,69.964,0,,,,
1210,7/18/23 0:45,70.308,0,,,,
1211,7/18/23 1:00,70.651,0,,,,
1212,7/18/23 1:15,70.824,0,,,,
1213,7/18/23 1:30,71.168,0,,,,
1214,7/18/23 1:45,71.168,0,,,,
1215,7/18/23 2:00,71.168,0,,,,
1216,7/18/23 2:15,71.168,0,,,,
1217,7/18/23 2:30,71.168,0,,,,
1218,7/18/23 2:45,71.168,0,,,,
1219,7/18/23 3:00,68.934,0,,,,
1220,7/18/23 3:15,67.221,0,,,,
1221,7/18/23 3:30,67.221,0,,,,
1222,7/18/23 3:45,67.564,0,,,,
1223,7/18/23 4:00,68.592,0,,,,
1224,7/18/23 4:15,68.934,0,,,,
1225,7/18/23 4:30,69.964,0,,,,
1226,7/18/23 4:45,70.824,0,,,,
1227,7/18/23 5:00,70.651,0,,,,
1228,7/18/23 5:15,67.735,0,,,,
1229,7/18/23 5:30,67.392,0,,,,
1230,7/18/23 5:45,67.906,0,,,,
1231,7/18/23 6:00,67.906,0,,,,
1232,7/18/23 6:15,67.735,0,,,,
1233,7/18/23 6:30,67.906,1,,,,
1234,7/18/23 6:45,67.735,1,,,,
1235,7/18/23 7:00,67.906,0,,,,
1236,7/18/23 7:15,67.906,1,,,,
1237,7/18/23 7:30,68.077,2,,,,
